,text,label_f,label_h,label_s
1987,monto says piyaar se achi nafrat hai q k piyaar mai seraf kaprhe utarte hai,1,0,1
861,khud ko bht bara celeb samjhti ha choro yar i hate her https  twittercom rudeicious status ,1,1,0
954,yehi sahi waqt hai jab hamara imaan azmaaya jayega,1,0,1
3453,pak ka movie flop hoji ,1,0,0
64,pm ka sammanmera sammanjay hind,1,0,0
2078,salman  bja gye,1,0,1
1924,arey yrr jaldi kro wait kr kr ke dimag ka dahi ho gya,0,0,1
1846,ap ko pakistan si kch behja tha pata nhe ap ko mila ha ya nhe,0,0,1
1570,agar yaha rapes hote bhi hain tou ratio india wala nahi hai  zara apna ratio dekho ja k tumhari har gali main rape ho raha hai,0,1,0
1959,hlo sir hm sb aapka wait kr rhe h,1,0,1
375,soshala miidiya vaayarala viidiya klipa ke daava kiya gaya moda jii yoga ruupa kabha naha dekha hoga,1,0,0
1089,kya up ki janta charaghotala  gghotala kisano ka muavjaghotala rape dange gundaraj waloko ek bhi vote degi,0,1,1
2764,sir uttrakhand se hai  yaha ke fans ko apka intezaar karna padta hai  plz come once to nanital ,1,0,1
3819,owsome look bhaijan,1,0,0
922, puurva naukarashaaha yuupa ke mukhyamamtra sambodhita dharmaamtarana adhyaadesha ke virodha patra likha biijepa kaha yoga aadityanaatha aaga amdaaja kaama raha,0,0,0
3499,sab ki aan sab ki shan sab ka ek bhai jaan       my bro salman khan,0,0,0
4443,economic terrorism or jamhoriyat k name pr mulko quom ko barbad karty waqt aaen kahan hota ha or kya batata ha,1,0,0
2218,we miss bhutto today ye sb zia ul haq ka kachra haibhai agr usnay koi gustakhi ki bhi ho to  was this brutal murder justified #mashal,0,1,0
946,hara ramga ke loga ke shivase ke uddhava thaakara editeda tasviira samjaya raauta ke pairoda akaaumta tviita,1,0,1
3603,onliy dabang bhai,1,0,0
187,i love umodi sir jankibhi jarurat ho to mang lena haste hastededege aap ka subh sintak,0,0,0
978,haan and naliya gang rape bhi  bewkoof bhakt,0,0,1
2507,ab kaha gye aap gayab,0,0,1
3722,kucch naya kahaani nahi hai sirf action mai jayda focus kiya hai new action hero  superhit because of salman,1,0,0
3877,awssmmm movie salman sirrrr super salman sirrrr,1,0,0
2831,salman plz  plz  fulfill my  wish,1,0,0
2871, baje kaha or ab  bajane wale h abi tak aap nahi aaye kitna wait kare salman i really love u salman,1,0,0
484,kia wo rape sy barh kr hai,1,0,1
3174, virendersehwag virender  sehwag  tumhara  to  rape  hogaya  final main,0,0,0
1957,#gudiya hp m hue chote bacche se gang rape ko koi bhi bda news channel cover nhi kr rha h inhe sirf dalit muslims case  he nazar aate h pictwittercom vhsmacbu,0,1,0
2655,pandits komaar diya ghar se beghar kardiya lekin pandit terrorist nahin bana hindu terrorism kahan se aaya aur har ekuslim terrorist hai aur terrorism kha koi religion nahin hai kya baat hai,0,1,0
372,hamare yaha red balloons bechne walay jail pohanch jatay hain lekn khoon bahanay walay sarko par ghoomtay hain,1,0,0
2297,itna bada comment rape ke against hi likh dete chutiye,1,0,1
1428,asala tasviira paatra bhaajapa stii chipaka dekha saka,1,0,0
2105,accha hai ek do terrorism failane wale mulk duniya se mit jayenge,1,0,0
3213, imvkohli   bhai gd mrng jo v ho gaya use sab vul kr  anewali west indies series ke liye dhyan do haters kaa to kaam hai hate krna ,1,0,0
2175,kaha par hai,1,0,1
1269,salman dont worry faltu ki abha se apke fan ko fark nhi padega movie mast chalegi,1,0,0
3992,apki baaton se nhi lagraha bhai aur mein kiun apko deshdrohi bolunga bas ab abhijeet jaise nafrat failane wale agent ke samarthan mein  aaye,0,1,0
1255,buuma vaayarala tasviira dikha raha bhaajapa vikaasa duba samparka kiya paaya daava bebuniyaada,1,0,0
1819,sir kase pata chalega aap online ho aap se baat kase karunga,1,0,1
3728,dont throw chameli but i remember ipkknd nafrat paas aane na den mohabaat door jaane na den ab inn ishqbaazon ke pyaar ko kya naam doon ,0,0,0
1591,dekte hi kayse hit karta hi film salman is kamina,0,0,0
746,buuma paaya viidiya klipa dikha raha vyakta paakistaa patrakaara naha balka bhaarata ke motiveshanala spii harshavardhana,1,0,1
229,videsha raajanayika kaha raha chiina ola ke kadama hairaana siiniyara yuuropiyana diplomaita kaha mahaamaara ke pradhaanamamtra ola ke kadama chiina naaraaja,0,0,0
0,knowing ki vikas kitna samjhata hai priyanka aur itch guard luv ko  usne bola tha ben wali baat me ab sallu ne bhi agree kiya,1,0,0
4284, anjanaomkashyap bapu pehle bhi hate they cong ki sarkar me aur ab sirf hathe nahi modi ne bapu ke paze per kabja kar lia,0,0,0
1306,nice bhaiyou are the best best best best best best best best best,1,0,0
1387,ka level kam kar deta hai,1,0,1
3096,sir  baje se lgi hue hu kuch to rpy kr do,1,0,1
2853,bbhaai lagta h bahut busy ho koi nahi hota but itna,0,0,1
3254,muje apse shadi karni hai,1,0,1
2591,abe chutye kya asaram asaram laga rakhkha abe yuhi deash barbad hora ek rapist ko sale guru maan lete ho aur apni beheno ka rape karwate ho,0,1,0
261,modi ji aap dash kahenhe sbheka diloke pmho,1,0,0
2364,correct y log tab tho aate nhi jab kise k saath rape hota hai jab kise ladki ki insult hote hain tab kaha hote hai y log,0,1,1
1270,i hate it  hostel me banti thi us din chawal me ghee aur namak daal ke khati thi,1,0,0
3248,bhai aap tou best he bajrangi bhaijaan atbb hogi   ,1,0,0
503,meri akhri khosies h ek br tujse sirf milna chate bs,1,0,0
3400,tum log terrorism band kardo balochistan mai aur pakistan kai doosray provinces mai,0,0,0
1870,han sallu bhaiye abhijeet ke lagaobakwas pel ra tha usdinkese dost bna rkhe ha jo apse melnikhateu r a philanthropist and he is misanthropist,0,0,1
3977,raveesh ji u r right,0,0,0
3490,salman bhai jay ho,0,0,0
1595,jaao apne fans se baat karlo sab wait kare h,1,0,1
2167,matharu se ye poochiye ki ghaziabaad school mein kuch samay pahle rape hua tha  inhone woh mamla daba diya ,1,1,1
1261,paakistaana ke puurva kriketara shoeba akhatara bhaaratiiya tiima le viidiya jaara kiya,0,0,1
949,bht hate mjhey milti hai liken pata nhi kiun bht hain dushman mere,1,0,0
1262,kuc nahi parthe hai bhai salam ka zabab bi nahi date hai,1,0,1
3414,salman bhai dont worry aane do salo ko aisa khinch ke denge ki bhool jaayenge ki saans kaha se le aur pa#e kaha se,1,0,0
1274,bhai ji aap to kamaal ho,1,0,0
459,svachcha bhaarata mishana ke adhikaara ke mutaabika saadha aatha laakha shauchaalaya bana haph naha isaka taiyaara  maarcha,1,0,1
3207,salman bhai abhi tak wait kar rha hu apka,0,0,1
2423,plz pakistan si r kaisa behjon,0,0,1
4165,kah kah kah kah  haters gonna hate hate hate hate,0,0,0
467, saala ke prabhaata saaha kriptograapha madada aisa takaniika vikasita jisaka madada paasavarda otiipa ke bi traamjaikshana kiya saka,0,0,0
1568, mins more ab aur wait nai karsaktay khan saab cm fast,0,0,1
1092,gura paraba ke avasara najara gura naanaka ke jiivana ahama baata naanaka  saala umra vidroha bana,0,0,1
3818,excuse me mr rishi kapoor aap na bolne se pehle socha kare terrorism aap log khatam kare humare kashmir per aap log kaise zulum kar rahe hai,1,0,1
34,modi ji aap ki soch bahut sahi lgti hai progres n hona hi sabki wajah hai is liye sabse zaroori hai ki desh ka vikas ho,1,0,0
2827,baat online kr rhe the bhaiabhi  bje khtm hua h,0,0,0
180,gauahar k fb pe hina se kam followers hain  sahi toh hai  logo ko sach batana achha lagta hai sun na nahi  koi gali toh nahi di na kuchh bewkoof aise react kar rahe hain jaise murder kar diya ho  agar hina inki chaplusi karti toh achha bolte,1,0,0
1959,buuma paaya haaara baara sheyara gaya tasviira bayaana r taura bana gaya tasviira mariyama aalika,1,0,0
4330,bani mom is mom  bani father is father  utna hi karo kisiko jab khub pe aaye to jhel sakojst hate her,0,1,1
663, lada va barasa padha amariika bhaarata dara koshisha bhaarata kya kiya,0,0,1
1148, piyushgoyal  amitshah rape  chori  daketi  gunda gardi  bhai giri  corruption n  garibo per atyachaar  ye sub bhi to kaam he h na,1,0,0
3486,i hate gaddar indian behuda mullathese molwimuslimo ko gandi  barbaad soch de rhe hye islam ke dusmnislam ko kbr me dalegeaamin https  twittercom tarekfatah status ,0,1,0
2311,i cnt wait moree plzzzz comee  ,1,0,1
1993,hitler rule hota toh desh me azam khan jaise traitors bhare pde na hote,0,1,0
3826,aapki soch ko aap k followers ne bhi reject kar diya sirf  kuch logon ne pasand ki aur taqreeban  rts  nafrat choren insan banen https  twittercom chintskap status ,1,0,1
2147,kya bath hai mere dost kay apmere sath film karoge,1,0,1
74,aaj to salman bhi chupke se bol gaye k i hate hina and agree with #arshi fir bhi hina k andhe bhakto ko dhik nhi raha,0,0,0
3095,bhai inke  moitarma ke rape wale comment per maine likha  rape koi bhi kare  uski bhartsna honi chaye  rape ek bemari hai kya galat kaha,1,0,0
348,baleegh ur rehman ka rape chal raha hai hamir mir k show mai,1,0,0
1176,haalaamka loga dilla siima pradarshana vaala kisaana ke shaamila naha,0,0,0
2517,ya fir facebook crash kr denge,0,0,1
212,jaanema arthashaastra saamaajika kaaryakar jya dreja bhuukha kuposhana ke maamala bhaarata lagaataara kharaaba haalata biibiisa baata,0,0,1
1805,agar desh me education bardega to rapes murder corruption kaam hoga,1,0,1
291,be dosti hi yaha not for sale hai pictwittercom kcgceoswb,1,0,1
2809,oh kayi seniko ke sahid hone per modi  bachhe marne per yogi  nabaliko se rape per khatter se bola must go,0,0,0
3512, chintskap  virendersehwag #terrorism at #theoval  baap se khelne ka shoq poora ho gayahttps  twittercom fawadchaudhry status ,1,0,1
1046,asama naagarika samshodhana kaaanuuna le virodhapradarshana shura pichala saala  disambara kaaanuuna samsada paarita kiya gaya,0,0,1
197,buuma paaya viidiya  tiina baaikarsa chaalaana jaara pulisakarma pita thii,1,0,0
524,odisa virodha pradarshana tasviira sampaadita kiya gaya daava kiya raha sabariimaala mahila ke,1,0,0
1590, ke dilla gaimga repa nirbhaya maamala ke balaatkaara le sakhata kaaanuuna bana kada saja praavadhaana kiya gaya kya isaka asara raha,0,0,1
597,salam vai jan,1,0,1
1922,paap matlb fake girls se #nafrat pictwittercom wzkksh,0,0,1
1409,lovly nice song salman,1,0,0
3683,trailer me hi dhasoo maza bhaijan namaskar,0,0,0
1043,aaj ki parti salman bhai ki eid ki parti,1,0,1
372,sir ab bihar me lalu nitish ka supda saf kro,1,0,1
58,vaaiiesaaarasiipa ke pravak daava khamdana kiya kaha jagana yiisha ke sachcha vishvaasa sabha dharma sammaana,1,0,1
3527,super duper hitrahegi bhai,1,0,0
311,punjab me disst ferozpur,1,0,1
3613,haan bilkul jo rape kr k aur logo ko lynch kr k maza layaisa maza nai chahiye,1,0,0
1410,ha tum sab ko sukun to tha hi jab jaha margi rape  murder and blast tum sab karte the ab karne me bahut problem ho rahi hai,0,1,0
2841,people dont love shilpa as much as they hate hina tu laga reh ,0,0,0
3419,i hate  imvkohli,1,1,1
609,agar ye sab serious hote to ab tak nirbhaya rape case k dosio ko phansi ki saza ho chuki hoti aur aise logoe k dil me kanoon ka dar baithata,1,0,1
2536,salman khan facebook py nh hen unho ny apny interviw me kaha tha,1,0,0
128,bhaarata nepaala ke raajaduuta niilaambara aachaarya biibiisa bata vaiksiina le bhaarata vaiksiina nirmaa sarakaara adhikaara ke dilla charcha,0,0,1
617,jhaarakhamda mukta morcha ke netritva vaala mahaagathabamdhana sarakaara  disambara raajya sat saala puura,0,0,0
283,dhyaan se sir bike se mt gir jaana hahaha,1,0,0
2235,salmanbhai aap dekh rahe ho kya kitne fans aapki wait kar rahe haijust hello to kehdo sabko,1,0,1
176,pm ji ne toh poore vishwa mein ye saabit kar diya hai ki india sab ke sath badhega,1,0,0
1627,buuma paaya vaastavika tasviira jyotiraaditya simdhiya ke bhaajapa shaamila ke vata,1,1,1
1201,dakshinapamtha patrika svaraajya daava philma nirmaa philma hamalaavara himda naama de usaka muslima pahachaana,1,0,0
47,buuma paaya bhaaratiiya miidiya chainala tvitara vaayarala viidiya satya jaamcha bagaira lata daava ke bara chala,1,0,1
778,britena ke  saamsada bhaarata raha kisaana ke pradarshana le britaa videsha mamtra chittha likha,0,0,0
3416,#maukamauka #indiazidabad baaki sab chizo me hum tumhare baap ke samaan hai  rape rate ke alawa  usme tum baap hi ho india ke,0,0,0
1650,rapistan to sirf india hai bhai tum log to apni man behan ka b rape kardete ho  make toilet,0,1,0
1370,vaayarala tasviira daava kiya raha pradarshana vaala himda daraasala muslima raajane hai,1,0,0
963,agr ye dunya aaj b sheikh saadi aur molana roomi ko follow krey aman hojaye aur terrorism khtam hojayeplz plz,0,0,0
3025,khattar ji chief minister banay rahaygay modi ji kay khass hai unhay desh chalana nahi atta aur enhay pardash agar rape casses ko rokna hai to mujrimo ko chok main fassi do dus latkaygay to baki khud sudhar jaygay,0,1,0
2330,but bhaijaan ji   aapki movie ki shooting ka kya  prm rtn dn pyo,1,0,1
1947,dogli bat karnewale tumhara koi bharosa hai kya terrorism ke janak ho  pak parasti ki bat karte ho tumhara zameer kahan hai,1,1,1
1170,bhaijaan sultan m negtive role kiska h,1,0,1
862,ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan,1,0,1
4456,haan aap hate karte raho hum ek tarfa pyaar karte rahenge dumbo ,1,1,0
2068,aur  rape har cast me hote haiterrorism aur ralist ki  aste nahi hoti,1,1,0
3396,or ek baat  i hate womens life hame aurat bannkar dubara janm nahi lena,0,1,0
2685,dont worry i also love her kebal shilpa kuchh jada pasand hai or kuchh nahi koi hate nahi karta shubhangi ko,1,0,0
3200,future ke terrorist hai ye log essi masjid me bhi terrorism ka hi path padaya jata hai,1,1,0
1401,aur eidi main aap chahye,1,0,1
722,takariibana chaara saala puraa tasviira dikha raha vyakta bmba naha balka hashiisha thaila baadha rakha,1,1,1
3563,kamal ki movie hai kasam se dhum macheg dhumsalman siri love you,1,0,0
2308,aasha n ritwik mere http  favtv star me se ek the  pvitra rista se bt now i hate both of u aasha n deepika  apko hina se itni kya problem h jo uska mjak bna rhi ho phle khud ko to dekh lo hate u so much ab ap apne fans kho denge bs ku paiso ke liye,1,1,0
2331,hi salman bhaikya hal hai apka,1,0,1
3748,kaun si duniya me rehte ho aap  rape hue nhi hai,1,0,0
2931,ok bye bye lagta hai its just fun ,1,0,1
4411,ainvayi ni kehti m k tu meri sachhii wali dost haiwe hate them yayyyyy,1,1,0
1219,haye sallutussi gr ho,1,0,0
2146,murder kr k aap khush hain,1,0,1
2258,run be gairet  be sharem  insan  huo kaj rui kai shikar  huo  bachi  kai  rape  ka  ziker  ker kai lutf   mazay  laitay  huo shame  tum  par,1,1,0
3567,bhai ye to bht ganda rape horha he ab mardo k b rape hone lage tumhare han,1,0,1
700,ara bhai jaan hum bhi to aap ke bhai hai chote bhai jaan,0,0,0
178, gauhar khan muje regret hota he ki mene season  me aapke liye votes kiye the aur aapka fan tha  but ab to aapne saari ijjat gava di ki ek hina k piche padi rehti ho  aapke paas koi kaam nahi he kya pura dina hina k against tweet k bareme hi sochta ho i hate u gauhar,1,1,0
159,ek khooni liberal ki ek buhat baray leader say moaddabana guzarish aap liberals pe toh baras paray magar aap ke khoon kay piasay khadim rizvi aur afzal qadri say aap nay kufr kay fatway kay dar say is saal kay shoro main maafi maangli thi  imrankhanptihttps  youtube atgruxsgi,0,0,0
1567,ab marina se ye phoocho ki baba ne marina ke saath kitne baar rape kiya  aug se kahan thi ye kiraye ki marina or kitne paise mile h ise,0,1,1
3814,wow bhai jaannnnnnn,1,1,0
3360,chup karo paglo rulaoge kya  senti batee karre sab  lolz,1,0,0
261,akash ki kya halat ki h aur wo bitch bandagi baar baar khoon k ansu khoon k ansu kr rahi h dikhe to nhi aansukisi k mirchi ankh mei jae to wo ankh nhi khol paegabt wo thodi der mei khadi thi task mei waooo,0,0,0
2860,wtng for ur rply plz,1,0,0
2189,hello sar g keshe ho aap,1,0,1
2993,ullu bna rhe hai bajrangi bhai,0,0,0
989,ied mubarak ho salmaan gkhuda se dua hai aapki ye movie bhi badi hit ho aapki last movis ki tarah,1,0,0
2918,pata ni kabhi meri b kismat mehrbaan hogi or me b bhai jaan se mil paungaae khuda raham  ,1,0,0
2549,muje shivika k love hate scenes chahiye balti bhar bhar k,1,0,0
2183,subah subah chidiyo ki awaz se me disturb ho jati hun jab me koi bird nhi  hu to unki awaz kyu sun rhi hu,1,1,0
1116,vividha can be angry on atharv can hate him but atharv ke allava kisi aur ki no,0,1,0
1054,sab to yahi bolte ki hitler hu mai kitti sweet hu waise,1,0,0
280,vaayarala tasviira chauka ke baaasa gada dhanusha baana bana dekha saka hai,1,0,0
1412,superb song  supperdupper hit movie jb koi nek kaam krne niklta h to khuda bhi uska sath deta h apne to  chhoti bachchi ko uske apno s milana chaha isme to sari kaynat apka sth degi,0,0,0
1063,buuma paaya yuvaka  dilashaada ala  svastha silasila pulisa tiina hamalaavara girataara liya,1,0,0
1794,brahma ne apne bitiya ka rape kia uske bare me kya kahoge,1,0,0
3510, safridiofficial yahi toh main problem hai toh  bas i hate him https  twittercom kshaheen status ,0,1,0
1610, saal ki aisha banaye  jab  saal ka buddha uska rape karne wala tba,0,0,1
2091,hahah ye aap bhi seekh gayee haini hate this word,1,1,0
1194,imp seat h toh rape accused k liye prachar krenge hadd ho gyi arey taal dete schedule kahi or kr lete prachar,1,0,1
908,amerika raashtrapata chunaava ke parinaama aana ita dera bhala kya laga raha,0,0,0
1306,nyuu vebasaaitsa muslima karasevaka mamcha ke jagaha unaka hamanaama sapa tasviira apa riporta istemaala,1,0,0
3791,kulbhushan bhi katega phansi pe charha ke bhej dein ge independence day pe,1,0,0
1411,thane me fir tk darj nhi ki jati majburi me ladki ghar jakar aatmhatya kar leti hai pta h fir kyo nhi likhi gai thi jis ladke ne rape kia,0,1,0
1574,heyy salloooaap apne in sab fans ko reply karo nakab se wait kar rhe h sabm still waiting  yrs se yahi kar rhi huab bhi kar sakti hum not ur fani  d d d ,1,0,0
1313,ek kaam karo baam laga k maalish karo fir ek kapada lo us mai akhe nanamk rakh kar tave p halkaa garam kark back par seikh do inshallah back pain thick hojaeyga,1,0,1
3139,tum phly apnay desh ko rarest logo say bachao jo masoom girls ko gang rape kart hy then telus,1,0,0
213,hitamaina ke naama mashahuura rohita sharma jaimdaga unaka khela juda kissa suna,0,0,0
1926,delhi rape case me khud ko ati savedansheel kehne wale sabhi news channel jo insaaf ki baat  krte h kya unke liye himachal dur pd gya,0,0,0
